cty_st,tweets_2010,tweets_2011,tweets_2012,tweets_2013,tweets_2014,tweets_2015,tweets_2016,tweets_2017,tweets_2018,tweets_2019,Ctyname,Stname,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019
"Elk County,Kansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Elk County,Kansas,0,0,0,0,0,0,0,0,0,0
"Elk County,Pennsylvania",3.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,Elk County,Pennsylvania,63,62,79,116,67,63,113,90,67,75
"Elkhart County,Indiana",1.0,0.0,5.0,3.0,5.0,7.0,3.0,6.0,3.0,4.0,Elkhart County,Indiana,2,0,0,0,2,3,8,4,3,5
"Elko County,Nevada",0.0,0.0,0.0,0.0,1.0,22.0,16.0,0.0,2.0,1.0,Elko County,Nevada,0,0,1,3,1,0,0,0,0,0
"Ellis County,Kansas",1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Ellis County,Kansas,0,0,0,0,0,0,0,0,0,0
"Ellis County,Texas",0.0,1.0,0.0,2.0,3.0,8.0,4.0,1.0,0.0,0.0,Ellis County,Texas,3,2,0,1,0,0,0,0,0,0
"Elmore County,Alabama",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,6.0,Elmore County,Alabama,0,0,0,0,5,1,0,0,1,2
"Emanuel County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Emanuel County,Georgia,0,0,0,0,0,1,0,0,0,0
"Emery County,Utah",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Emery County,Utah,0,0,0,0,0,0,0,0,0,0
"Emmet County,Iowa",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Emmet County,Iowa,0,0,0,0,0,0,1,1,0,0
"Emmet County,Michigan",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,Emmet County,Michigan,0,0,0,2,1,1,0,0,0,1
"Emmons County,North Dakota",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emmons County,North Dakota,0,0,0,0,0,0,0,1,0,0
"Erath County,Texas",0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,Erath County,Texas,0,0,0,0,0,0,0,0,0,0
"Erie County,New York",15.0,27.0,45.0,99.0,49.0,69.0,82.0,119.0,135.0,130.0,Erie County,New York,15,14,11,21,30,23,53,89,66,31
"Erie County,Ohio",0.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,6.0,5.0,Erie County,Ohio,0,0,0,0,0,0,0,0,1,3
"Erie County,Pennsylvania",10.0,77.0,337.0,95.0,25.0,52.0,100.0,119.0,95.0,37.0,Erie County,Pennsylvania,23,25,14,24,55,71,121,121,111,142
"Escambia County,Alabama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Escambia County,Alabama,0,0,0,0,0,0,0,0,0,1
"Escambia County,Florida",0.0,3.0,7.0,8.0,3.0,13.0,8.0,11.0,13.0,11.0,Escambia County,Florida,1,0,0,6,2,2,1,0,1,5
"Esmeralda County,Nevada",0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,Esmeralda County,Nevada,0,0,0,1,0,0,0,0,0,0
"Essex County,Massachusetts",1341.0,31.0,41.0,95.0,235.0,388.0,232.0,98.0,87.0,61.0,Essex County,Massachusetts,234,215,511,527,459,306,5,22,0,0
"Essex County,New Jersey",8.0,18.0,34.0,21.0,14.0,34.0,31.0,65.0,35.0,116.0,Essex County,New Jersey,146,147,121,131,114,165,158,207,167,113
"Essex County,New York",2.0,0.0,3.0,3.0,4.0,5.0,8.0,10.0,8.0,5.0,Essex County,New York,24,16,22,83,32,45,75,61,17,36
"Essex County,Vermont",7.0,6.0,1.0,3.0,5.0,3.0,5.0,2.0,7.0,7.0,Essex County,Vermont,0,0,0,1,1,0,1,3,1,0
"Essex County,Virginia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,Essex County,Virginia,0,1,1,1,0,0,0,0,0,0
"Estill County,Kentucky",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Estill County,Kentucky,0,0,0,0,0,1,0,0,0,0
"Etowah County,Alabama",1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,Etowah County,Alabama,0,0,0,0,0,0,0,0,0,1
"Eureka County,Nevada",0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,Eureka County,Nevada,0,0,0,0,0,0,0,0,0,0
"Evangeline Parish,Louisiana",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Evangeline Parish,Louisiana,0,1,0,0,0,0,0,0,0,0
"Evans County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Evans County,Georgia,0,0,0,0,0,0,0,0,0,0
"Fairbanks North Star Borough,Alaska",0.0,1.0,1.0,0.0,0.0,1.0,3.0,5.0,3.0,2.0,Fairbanks North Star Borough,Alaska,0,1,1,2,0,2,5,1,1,0
"Fairfax County,Virginia",29.0,60.0,185.0,197.0,332.0,781.0,777.0,507.0,490.0,368.0,Fairfax County,Virginia,203,126,148,243,274,191,208,175,118,113
"Fairfax city,Virginia",11.0,6.0,31.0,34.0,38.0,100.0,70.0,56.0,40.0,28.0,Fairfax city,Virginia,0,0,1,0,0,0,1,1,0,0
"Fairfield County,Connecticut",124.0,113.0,301.0,398.0,317.0,484.0,816.0,907.0,1100.0,1163.0,Fairfield County,Connecticut,331,305,225,443,437,427,310,418,289,194
"Fairfield County,Ohio",0.0,0.0,2.0,4.0,0.0,1.0,0.0,11.0,4.0,2.0,Fairfield County,Ohio,0,1,1,5,2,1,3,12,2,6
"Fairfield County,South Carolina",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Fairfield County,South Carolina,1,0,0,0,0,0,1,0,0,0
"Falls County,Texas",2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Falls County,Texas,0,0,0,0,0,0,0,0,0,0
"Fannin County,Georgia",0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,Fannin County,Georgia,0,0,0,1,0,0,0,0,0,0
"Fannin County,Texas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Fannin County,Texas,0,0,0,1,0,0,0,0,0,0
"Faribault County,Minnesota",0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,Faribault County,Minnesota,1,3,0,2,1,0,1,0,0,0
"Faulkner County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Faulkner County,Arkansas,0,0,0,0,0,0,0,0,0,1
"Fauquier County,Virginia",2.0,3.0,5.0,11.0,7.0,8.0,78.0,6.0,34.0,9.0,Fauquier County,Virginia,21,17,29,27,23,29,19,31,38,32
"Fayette County,Georgia",0.0,0.0,5.0,1.0,1.0,6.0,2.0,4.0,3.0,2.0,Fayette County,Georgia,0,0,1,0,0,0,0,0,0,0
"Fayette County,Illinois",0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,Fayette County,Illinois,0,0,0,0,0,0,0,0,0,1
"Fayette County,Indiana",0.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,Fayette County,Indiana,0,0,0,0,0,1,0,1,0,0
"Fayette County,Iowa",0.0,1.0,6.0,2.0,0.0,1.0,5.0,3.0,1.0,1.0,Fayette County,Iowa,2,3,4,1,1,2,4,3,3,1
"Fayette County,Kentucky",8.0,27.0,27.0,42.0,51.0,58.0,34.0,59.0,62.0,27.0,Fayette County,Kentucky,1,0,0,0,0,1,0,1,0,0
"Fayette County,Ohio",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,Fayette County,Ohio,0,0,0,0,0,0,0,0,0,1
"Fayette County,Pennsylvania",2.0,8.0,7.0,12.0,9.0,13.0,9.0,18.0,12.0,9.0,Fayette County,Pennsylvania,2,4,2,11,12,21,46,130,103,150
"Fayette County,Texas",0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,Fayette County,Texas,0,0,0,0,0,0,0,1,0,0
"Fayette County,West Virginia",0.0,0.0,0.0,4.0,1.0,6.0,1.0,2.0,4.0,6.0,Fayette County,West Virginia,0,2,1,2,0,1,2,4,5,2
"Fentress County,Tennessee",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Fentress County,Tennessee,0,2,1,1,0,0,1,0,0,0
"Fergus County,Montana",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Fergus County,Montana,0,0,0,0,0,1,0,0,0,0
"Fillmore County,Minnesota",0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,Fillmore County,Minnesota,8,11,5,11,8,10,12,16,10,10
"Fisher County,Texas",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fisher County,Texas,0,0,0,0,0,0,0,0,0,0
"Flagler County,Florida",0.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,Flagler County,Florida,1,4,3,1,3,0,0,0,1,1
"Flathead County,Montana",1.0,1.0,2.0,1.0,3.0,3.0,0.0,4.0,3.0,0.0,Flathead County,Montana,1,1,1,2,2,0,0,2,2,0
"Florence County,South Carolina",1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,Florence County,South Carolina,0,0,0,1,0,3,2,1,3,1
"Florence County,Wisconsin",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Florence County,Wisconsin,2,1,4,0,2,3,4,14,2,10
"Floyd County,Georgia",2.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,Floyd County,Georgia,0,0,0,0,0,0,0,1,0,0
"Floyd County,Indiana",0.0,2.0,4.0,1.0,1.0,6.0,2.0,8.0,5.0,2.0,Floyd County,Indiana,0,0,0,0,0,0,0,0,3,2
"Floyd County,Iowa",0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Floyd County,Iowa,0,0,1,1,1,0,0,2,0,1
"Floyd County,Kentucky",1.0,2.0,10.0,14.0,13.0,14.0,10.0,3.0,2.0,7.0,Floyd County,Kentucky,0,0,0,0,0,0,0,0,0,1
"Floyd County,Virginia",1.0,2.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,Floyd County,Virginia,14,8,33,50,47,53,73,52,34,32
"Fluvanna County,Virginia",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fluvanna County,Virginia,2,2,3,7,8,3,11,8,1,12
"Fond du Lac County,Wisconsin",0.0,2.0,1.0,0.0,2.0,6.0,2.0,4.0,1.0,3.0,Fond du Lac County,Wisconsin,6,2,0,1,1,14,29,31,22,25
"Ford County,Illinois",0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,Ford County,Illinois,0,0,0,0,0,0,0,0,0,0
"Ford County,Kansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Ford County,Kansas,0,1,1,0,0,0,0,4,1,1
"Forest County,Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Forest County,Pennsylvania,1,5,8,10,12,10,19,30,16,26
"Forest County,Wisconsin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Forest County,Wisconsin,1,4,5,9,4,11,8,1,1,1
"Forrest County,Mississippi",8.0,3.0,2.0,3.0,3.0,6.0,0.0,3.0,8.0,17.0,Forrest County,Mississippi,0,1,0,0,2,0,0,0,0,0
"Forsyth County,Georgia",0.0,3.0,3.0,5.0,4.0,11.0,4.0,6.0,1.0,5.0,Forsyth County,Georgia,1,1,2,0,1,0,0,0,1,1
"Forsyth County,North Carolina",4.0,5.0,17.0,12.0,6.0,10.0,4.0,17.0,37.0,37.0,Forsyth County,North Carolina,1,2,3,8,10,4,14,9,7,21
"Fort Bend County,Texas",0.0,1.0,6.0,12.0,118.0,55.0,12.0,12.0,48.0,7.0,Fort Bend County,Texas,1,0,1,2,1,0,2,3,0,1
"Foster County,North Dakota",0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,Foster County,North Dakota,0,0,0,0,0,0,0,0,0,0
"Fountain County,Indiana",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fountain County,Indiana,2,3,0,0,0,0,0,0,0,0
"Franklin County,Alabama",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,Franklin County,Alabama,0,0,0,0,0,0,0,1,0,0
"Franklin County,Arkansas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Franklin County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Franklin County,Florida",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Franklin County,Florida,0,0,0,0,2,0,0,0,0,0
"Franklin County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Franklin County,Georgia,0,2,0,0,0,0,0,0,0,0
"Franklin County,Illinois",0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,Franklin County,Illinois,0,0,0,0,0,0,0,1,0,0
"Franklin County,Indiana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Franklin County,Indiana,0,0,0,0,0,0,0,2,1,0
"Franklin County,Iowa",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Franklin County,Iowa,1,0,0,0,0,0,0,0,0,0
"Franklin County,Kansas",1.0,17.0,7.0,4.0,1.0,5.0,2.0,3.0,17.0,28.0,Franklin County,Kansas,0,0,0,1,0,0,1,0,0,0
"Franklin County,Kentucky",0.0,0.0,1.0,2.0,2.0,22.0,172.0,8.0,5.0,1.0,Franklin County,Kentucky,0,0,0,0,2,0,0,0,0,0
"Franklin County,Maine",0.0,0.0,1.0,0.0,2.0,51.0,13.0,4.0,3.0,3.0,Franklin County,Maine,19,6,6,10,10,10,3,24,13,39
"Franklin County,Massachusetts",2.0,6.0,2.0,6.0,17.0,71.0,55.0,18.0,11.0,9.0,Franklin County,Massachusetts,54,46,67,67,74,65,3,4,0,0
"Franklin County,Mississippi",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Franklin County,Mississippi,0,0,0,0,0,0,0,0,0,0
"Franklin County,Missouri",0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,Franklin County,Missouri,0,1,1,0,0,0,0,0,1,1
"Franklin County,New York",0.0,1.0,1.0,0.0,9.0,7.0,6.0,13.0,9.0,3.0,Franklin County,New York,7,9,7,18,9,12,15,41,23,68
"Franklin County,North Carolina",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,Franklin County,North Carolina,0,0,0,1,4,3,1,1,1,0
"Franklin County,Ohio",19.0,40.0,66.0,57.0,67.0,112.0,167.0,340.0,154.0,130.0,Franklin County,Ohio,5,7,7,16,18,19,16,16,15,16
"Franklin County,Pennsylvania",6.0,5.0,9.0,17.0,23.0,19.0,146.0,92.0,38.0,35.0,Franklin County,Pennsylvania,41,52,45,45,84,80,92,109,48,65
"Franklin County,Tennessee",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Franklin County,Tennessee,0,0,0,0,0,0,0,0,0,0
"Franklin County,Texas",0.0,0.0,0.0,0.0,4.0,1.0,15.0,0.0,4.0,0.0,Franklin County,Texas,0,2,0,0,0,0,0,0,0,0
"Franklin County,Vermont",0.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,Franklin County,Vermont,6,8,12,13,15,13,23,43,22,45
"Franklin County,Virginia",1.0,0.0,0.0,3.0,5.0,3.0,3.0,1.0,1.0,0.0,Franklin County,Virginia,0,0,2,2,1,3,1,3,3,1
"Franklin County,Washington",0.0,0.0,0.0,11.0,1.0,4.0,2.0,6.0,3.0,1.0,Franklin County,Washington,0,0,0,0,0,0,0,0,0,0
"Frederick County,Maryland",29.0,19.0,24.0,151.0,27.0,33.0,36.0,52.0,35.0,39.0,Frederick County,Maryland,111,64,117,82,111,138,134,145,110,126
"Frederick County,Virginia",0.0,3.0,1.0,0.0,3.0,14.0,7.0,9.0,13.0,6.0,Frederick County,Virginia,77,44,58,33,30,37,38,56,38,42
"Freeborn County,Minnesota",0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,Freeborn County,Minnesota,2,4,1,1,1,2,3,4,0,1
"Fremont County,Colorado",2.0,2.0,3.0,1.0,5.0,17.0,5.0,2.0,7.0,1.0,Fremont County,Colorado,0,0,0,0,0,0,0,0,0,0
"Fremont County,Iowa",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Fremont County,Iowa,0,0,0,0,0,0,0,0,0,0
"Fremont County,Wyoming",0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,Fremont County,Wyoming,0,0,0,0,1,0,0,0,0,1
"Fresno County,California",13.0,12.0,11.0,7.0,12.0,18.0,12.0,21.0,94.0,159.0,Fresno County,California,3,0,4,0,0,1,1,0,1,1
"Frontier County,Nebraska",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frontier County,Nebraska,0,0,0,0,0,0,0,0,0,0
"Fulton County,Arkansas",0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Fulton County,Arkansas,0,0,0,0,0,0,0,0,0,0
"Fulton County,Georgia",253.0,186.0,358.0,350.0,297.0,680.0,695.0,540.0,372.0,413.0,Fulton County,Georgia,1,2,1,1,0,0,0,0,0,3
"Fulton County,Illinois",0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,Fulton County,Illinois,0,1,5,4,4,6,0,0,2,3
"Fulton County,New York",0.0,4.0,4.0,3.0,3.0,2.0,1.0,5.0,1.0,2.0,Fulton County,New York,3,8,9,23,13,24,6,40,29,78
"Fulton County,Ohio",0.0,0.0,1.0,2.0,4.0,0.0,5.0,5.0,3.0,0.0,Fulton County,Ohio,0,0,0,1,0,0,0,0,0,0
"Fulton County,Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Fulton County,Pennsylvania,30,43,40,29,25,37,44,34,25,13
"Gadsden County,Florida",0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Gadsden County,Florida,1,0,0,0,0,0,0,1,1,0
"Gage County,Nebraska",0.0,0.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,1.0,Gage County,Nebraska,0,0,0,0,0,1,0,0,0,0
"Gaines County,Texas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Gaines County,Texas,0,0,0,0,0,0,0,0,0,0
"Gallatin County,Illinois",0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,Gallatin County,Illinois,0,0,0,0,0,0,0,0,0,0
"Gallatin County,Montana",4.0,8.0,19.0,1.0,18.0,12.0,19.0,33.0,52.0,31.0,Gallatin County,Montana,0,3,1,2,1,0,2,2,0,0
"Gallia County,Ohio",0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,Gallia County,Ohio,0,0,0,0,0,0,0,2,0,10
"Galveston County,Texas",2.0,0.0,79.0,11.0,26.0,15.0,10.0,8.0,2.0,8.0,Galveston County,Texas,3,0,0,0,2,2,2,0,0,0
"Garfield County,Colorado",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,Garfield County,Colorado,0,0,0,0,0,0,0,0,0,0
"Garfield County,Oklahoma",0.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,2.0,1.0,Garfield County,Oklahoma,0,0,0,0,0,0,0,0,0,0
"Garland County,Arkansas",0.0,6.0,0.0,5.0,1.0,0.0,2.0,8.0,3.0,5.0,Garland County,Arkansas,0,0,0,0,0,0,0,0,1,0
"Garrard County,Kentucky",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Garrard County,Kentucky,0,0,0,0,0,0,0,0,0,0
"Garrett County,Maryland",0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,4.0,Garrett County,Maryland,0,0,0,3,1,3,10,11,14,26
"Gasconade County,Missouri",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Gasconade County,Missouri,0,0,0,0,0,0,0,0,0,0
"Gaston County,North Carolina",0.0,3.0,0.0,82.0,92.0,54.0,16.0,79.0,48.0,7.0,Gaston County,North Carolina,1,1,1,0,0,2,1,7,1,3
"Geary County,Kansas",0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,Geary County,Kansas,0,0,0,0,0,1,0,1,1,1
"Geauga County,Ohio",0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,7.0,Geauga County,Ohio,3,1,0,0,1,2,0,2,4,2
"Gem County,Idaho",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Gem County,Idaho,0,0,0,0,0,0,0,0,0,0
"Genesee County,Michigan",8.0,1.0,1.0,0.0,5.0,5.0,7.0,19.0,10.0,6.0,Genesee County,Michigan,0,1,1,0,0,2,1,1,1,7
"Genesee County,New York",0.0,0.0,4.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,Genesee County,New York,0,1,1,2,4,10,6,6,6,14
"Geneva County,Alabama",0.0,1.0,17.0,34.0,4.0,58.0,32.0,5.0,5.0,12.0,Geneva County,Alabama,0,1,0,0,1,0,0,0,1,1
"George County,Mississippi",0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,George County,Mississippi,0,0,0,0,0,1,0,0,0,0
"Georgetown County,South Carolina",1.0,1.0,1.0,0.0,2.0,5.0,2.0,4.0,10.0,9.0,Georgetown County,South Carolina,1,1,0,1,1,1,0,0,1,0
"Gibson County,Indiana",0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,Gibson County,Indiana,0,0,0,1,0,0,0,0,1,1
"Gila County,Arizona",1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,6.0,Gila County,Arizona,0,0,0,0,3,1,0,1,0,0
"Gilchrist County,Florida",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Gilchrist County,Florida,1,0,0,0,0,0,0,0,0,0
"Giles County,Tennessee",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Giles County,Tennessee,0,1,0,0,0,0,0,1,0,0
"Giles County,Virginia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Giles County,Virginia,3,0,10,6,16,12,20,11,16,7
"Gillespie County,Texas",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Gillespie County,Texas,0,0,0,0,0,0,0,0,0,0
"Gilliam County,Oregon",0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,Gilliam County,Oregon,0,0,0,0,0,0,0,0,0,0
"Gilmer County,Georgia",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Gilmer County,Georgia,0,0,1,0,0,0,0,0,0,0
"Gilpin County,Colorado",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Gilpin County,Colorado,0,0,0,0,0,0,0,0,0,0
"Glacier County,Montana",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glacier County,Montana,0,0,0,0,0,0,0,0,0,0
"Glades County,Florida",0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,Glades County,Florida,0,0,0,0,0,0,1,0,0,0
"Gladwin County,Michigan",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Gladwin County,Michigan,0,0,0,0,0,1,0,0,0,0
"Glenn County,California",0.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,1.0,2.0,Glenn County,California,0,0,0,0,1,0,0,1,0,0
"Gloucester County,New Jersey",5.0,5.0,9.0,18.0,28.0,32.0,49.0,76.0,28.0,24.0,Gloucester County,New Jersey,112,134,138,101,124,128,119,124,109,140
"Gloucester County,Virginia",2.0,1.0,1.0,5.0,25.0,60.0,61.0,22.0,2.0,6.0,Gloucester County,Virginia,0,0,1,2,1,2,2,3,0,2
"Glynn County,Georgia",0.0,0.0,0.0,1.0,0.0,162.0,205.0,36.0,3.0,6.0,Glynn County,Georgia,0,0,1,0,0,0,0,0,0,1
"Gogebic County,Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Gogebic County,Michigan,3,2,3,5,1,6,6,2,2,2
"Golden Valley County,North Dakota",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,Golden Valley County,North Dakota,0,0,0,0,0,0,0,0,0,0
"Goliad County,Texas",0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,Goliad County,Texas,0,0,0,0,0,0,0,1,0,0
"Gonzales County,Texas",1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Gonzales County,Texas,0,0,0,0,0,0,0,0,0,0
"Goochland County,Virginia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Goochland County,Virginia,3,1,1,2,1,1,0,2,0,0
"Goodhue County,Minnesota",0.0,0.0,0.0,3.0,1.0,1.0,6.0,6.0,7.0,0.0,Goodhue County,Minnesota,8,24,23,34,13,35,30,26,19,23
"Gordon County,Georgia",0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,Gordon County,Georgia,0,0,0,0,0,0,0,0,0,0
"Gove County,Kansas",0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,Gove County,Kansas,0,0,0,0,0,0,0,0,0,0
"Grady County,Georgia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,Grady County,Georgia,0,0,0,0,0,0,0,0,0,0
"Grady County,Oklahoma",0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,Grady County,Oklahoma,0,0,0,0,0,0,0,0,0,0
"Grafton County,New Hampshire",6.0,11.0,16.0,11.0,24.0,31.0,26.0,33.0,17.0,33.0,Grafton County,New Hampshire,45,40,42,78,26,27,41,64,81,119
"Graham County,Arizona",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Graham County,Arizona,0,0,0,0,1,0,0,0,0,0
"Graham County,North Carolina",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Graham County,North Carolina,0,0,0,0,0,0,0,0,0,0
"Grainger County,Tennessee",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Grainger County,Tennessee,0,0,0,0,0,1,0,0,0,0
"Grand County,Colorado",0.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,Grand County,Colorado,0,0,0,0,0,0,0,0,0,0
"Grand County,Utah",0.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,23.0,Grand County,Utah,0,0,0,0,0,0,0,0,1,0
