cty_st,tweets_2010,tweets_2011,tweets_2012,tweets_2013,tweets_2014,tweets_2015,tweets_2016,tweets_2017,tweets_2018,tweets_2019,Ctyname,Stname,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019
"Wilcox County,Georgia",0,0,0,0,0,0,0,0,0,0,Wilcox County,Georgia,0,0,0,0,1,0,0,0,0,0
"Wilkes County,Georgia",0,0,0,0,0,0,0,0,0,0,Wilkes County,Georgia,0,0,0,0,0,0,0,0,0,0
"Wilkinson County,Georgia",0,0,0,0,0,0,0,0,0,0,Wilkinson County,Georgia,0,0,0,0,0,0,0,0,0,0
"Worth County,Georgia",0,0,0,0,0,0,0,0,0,0,Worth County,Georgia,0,0,0,0,0,0,0,0,0,1
"Georgia,Georgia",0,0,0,0,0,0,0,0,0,0,Georgia,Georgia,0,1,0,0,0,0,0,0,0,0
"Hawaii County,Hawaii",0,5,2,2,5,12,5,7,1,4,Hawaii County,Hawaii,0,0,0,0,0,0,0,0,0,0
"Honolulu County,Hawaii",15,26,12,8,22,43,39,45,28,13,Honolulu County,Hawaii,0,0,0,0,0,0,0,0,0,0
"Kalawao County,Hawaii",0,0,0,0,0,1,0,0,0,0,Kalawao County,Hawaii,0,0,0,0,0,0,0,0,0,0
"Kauai County,Hawaii",0,1,2,2,4,6,8,2,2,7,Kauai County,Hawaii,0,0,0,0,0,0,0,0,0,0
"Maui County,Hawaii",1,4,8,20,0,334,152,7,4,5,Maui County,Hawaii,0,0,0,0,0,0,0,0,0,0
"Hawaii,Hawaii",0,0,0,0,0,0,0,0,0,0,Hawaii,Hawaii,0,0,0,0,0,0,0,0,0,0
"Ada County,Idaho",10,12,25,28,27,38,27,60,57,37,Ada County,Idaho,2,1,0,3,1,2,4,3,0,6
"Adams County,Idaho",0,0,0,0,0,0,0,0,0,0,Adams County,Idaho,0,0,0,0,0,0,0,0,0,0
"Bannock County,Idaho",0,0,1,1,8,5,13,8,0,3,Bannock County,Idaho,1,0,1,0,0,0,0,1,0,0
"Bear Lake County,Idaho",0,0,0,0,0,0,0,0,0,0,Bear Lake County,Idaho,0,0,0,0,0,0,0,0,0,0
"Benewah County,Idaho",0,0,0,0,0,0,0,1,0,0,Benewah County,Idaho,0,0,1,0,0,0,0,0,0,0
"Bingham County,Idaho",0,0,0,0,0,0,1,0,0,0,Bingham County,Idaho,1,0,0,0,0,0,2,0,0,0
"Blaine County,Idaho",0,0,0,0,2,4,0,1,0,0,Blaine County,Idaho,0,0,0,2,0,2,3,2,2,1
"Boise County,Idaho",0,0,0,0,0,0,0,1,0,0,Boise County,Idaho,0,0,0,1,0,0,0,0,0,0
"Bonner County,Idaho",1,2,2,5,5,10,3,6,2,4,Bonner County,Idaho,0,0,0,0,0,0,2,0,1,0
"Bonneville County,Idaho",1,0,2,1,2,7,3,0,2,3,Bonneville County,Idaho,1,1,2,2,1,0,0,3,0,1
"Boundary County,Idaho",0,0,0,0,0,0,0,0,0,0,Boundary County,Idaho,0,0,0,1,1,0,1,0,0,0
"Butte County,Idaho",0,0,0,0,0,0,0,0,0,0,Butte County,Idaho,0,0,0,0,0,0,0,0,0,0
"Camas County,Idaho",0,0,0,0,0,0,0,0,0,0,Camas County,Idaho,0,0,0,0,0,0,0,0,0,0
"Canyon County,Idaho",2,0,0,1,1,1,4,3,2,1,Canyon County,Idaho,1,0,0,1,0,0,0,1,4,0
"Caribou County,Idaho",0,1,0,0,0,1,0,0,0,0,Caribou County,Idaho,0,0,0,0,0,0,0,0,0,0
"Cassia County,Idaho",0,0,0,0,0,2,0,0,0,1,Cassia County,Idaho,0,0,0,0,1,0,0,0,0,0
"Clark County,Idaho",0,0,0,0,0,0,0,0,0,0,Clark County,Idaho,0,0,0,0,0,0,0,0,0,0
"Clearwater County,Idaho",0,0,0,0,0,1,0,0,0,0,Clearwater County,Idaho,0,0,0,0,0,0,0,0,0,0
"Custer County,Idaho",0,0,0,0,0,0,0,0,0,0,Custer County,Idaho,0,0,0,0,0,0,0,0,0,0
"Elmore County,Idaho",0,0,0,0,0,0,0,0,0,0,Elmore County,Idaho,0,1,0,0,0,0,0,0,0,0
"Franklin County,Idaho",0,0,0,0,0,0,0,0,0,0,Franklin County,Idaho,0,0,0,0,0,0,0,0,0,0
"Fremont County,Idaho",0,0,0,0,0,0,0,0,0,0,Fremont County,Idaho,0,0,0,0,0,0,0,0,0,0
"Gem County,Idaho",0,0,0,0,2,0,0,0,0,0,Gem County,Idaho,0,0,0,0,0,0,0,0,0,0
"Gooding County,Idaho",0,0,0,0,0,0,0,0,0,0,Gooding County,Idaho,0,0,0,0,0,0,0,1,0,1
"Idaho County,Idaho",0,2,0,0,0,0,0,0,0,0,Idaho County,Idaho,0,0,0,1,0,0,0,0,0,1
"Jefferson County,Idaho",0,0,0,0,0,0,0,0,0,0,Jefferson County,Idaho,0,0,0,2,1,0,0,0,0,0
"Jerome County,Idaho",0,0,0,0,0,0,2,0,0,1,Jerome County,Idaho,0,0,0,0,0,0,0,0,0,0
"Kootenai County,Idaho",0,117,20,379,5,4,9,6,1,5,Kootenai County,Idaho,0,1,1,2,2,0,1,3,0,1
"Latah County,Idaho",0,2,1,2,0,2,4,0,6,0,Latah County,Idaho,3,0,0,1,1,2,2,0,0,1
"Lemhi County,Idaho",0,0,0,0,0,2,0,1,2,1,Lemhi County,Idaho,0,0,0,0,0,0,0,0,0,0
"Lewis County,Idaho",0,0,0,0,0,0,0,0,0,0,Lewis County,Idaho,0,0,0,0,0,0,0,0,0,0
"Lincoln County,Idaho",0,0,0,0,0,0,0,0,0,0,Lincoln County,Idaho,0,0,0,0,0,0,0,0,0,0
"Madison County,Idaho",2,0,0,0,0,0,1,0,0,0,Madison County,Idaho,0,0,0,1,0,0,0,0,1,0
"Minidoka County,Idaho",0,0,0,0,0,0,0,0,0,0,Minidoka County,Idaho,0,0,0,0,0,0,1,1,0,0
"Nez Perce County,Idaho",0,0,1,0,0,0,0,0,0,0,Nez Perce County,Idaho,0,0,0,0,1,0,1,0,0,1
"Oneida County,Idaho",0,0,0,0,0,0,0,0,0,0,Oneida County,Idaho,0,0,0,0,0,0,0,0,0,0
"Owyhee County,Idaho",0,0,0,0,1,0,0,0,0,0,Owyhee County,Idaho,0,0,0,0,0,0,0,0,0,0
"Payette County,Idaho",0,0,0,0,0,0,0,0,2,0,Payette County,Idaho,0,0,0,0,0,0,0,0,0,0
"Power County,Idaho",0,0,0,0,0,0,0,0,0,0,Power County,Idaho,0,0,0,0,0,0,0,0,0,0
"Shoshone County,Idaho",0,0,0,0,0,0,0,0,0,0,Shoshone County,Idaho,0,0,0,0,0,0,0,0,0,0
"Teton County,Idaho",0,0,0,0,0,2,0,0,0,0,Teton County,Idaho,0,0,0,1,0,0,0,0,1,0
"Twin Falls County,Idaho",0,0,2,1,0,0,0,2,1,1,Twin Falls County,Idaho,0,0,0,1,0,3,0,4,0,1
"Valley County,Idaho",0,0,0,0,1,0,2,0,0,1,Valley County,Idaho,0,0,0,0,0,0,0,0,0,0
"Washington County,Idaho",0,0,0,0,0,0,0,0,0,0,Washington County,Idaho,0,0,0,0,0,0,0,1,0,0
"Idaho,Idaho",0,0,0,0,0,0,0,0,0,0,Idaho,Idaho,0,0,0,0,0,0,0,0,0,0
"Adams County,Illinois",0,0,0,3,3,1,0,2,3,9,Adams County,Illinois,1,0,0,0,3,1,1,0,2,1
"Alexander County,Illinois",0,0,0,0,0,0,0,0,0,0,Alexander County,Illinois,0,0,0,0,0,0,0,0,0,0
"Bond County,Illinois",0,0,0,0,0,0,0,0,1,0,Bond County,Illinois,0,0,0,0,0,0,0,0,0,1
"Boone County,Illinois",0,2,0,1,0,0,0,5,10,8,Boone County,Illinois,0,2,0,3,1,2,1,5,1,3
"Brown County,Illinois",0,0,0,0,0,0,0,0,0,0,Brown County,Illinois,0,0,0,0,0,0,0,1,0,0
"Bureau County,Illinois",0,0,0,0,1,1,0,0,0,0,Bureau County,Illinois,1,2,1,2,0,1,1,0,0,2
"Calhoun County,Illinois",0,0,0,0,0,1,0,0,0,1,Calhoun County,Illinois,0,0,0,0,0,0,0,0,0,0
"Carroll County,Illinois",0,0,0,0,0,0,0,0,0,2,Carroll County,Illinois,2,0,3,6,3,1,6,3,3,1
"Cass County,Illinois",0,0,0,0,0,0,0,0,0,0,Cass County,Illinois,0,0,0,0,1,1,0,1,0,1
"Champaign County,Illinois",4,6,9,11,21,17,23,28,46,34,Champaign County,Illinois,0,0,2,5,7,4,6,4,2,5
"Christian County,Illinois",0,0,0,1,0,0,0,0,0,0,Christian County,Illinois,1,0,0,0,0,1,0,1,0,0
"Clark County,Illinois",0,0,0,0,0,0,0,0,0,0,Clark County,Illinois,0,0,2,1,0,2,4,3,1,0
"Clay County,Illinois",0,0,0,4,0,0,0,0,1,1,Clay County,Illinois,0,0,0,1,0,0,0,0,0,0
"Clinton County,Illinois",0,0,2,2,0,0,1,0,0,3,Clinton County,Illinois,0,0,0,0,0,0,3,1,0,0
"Coles County,Illinois",0,0,0,0,0,1,2,0,0,1,Coles County,Illinois,0,0,2,0,0,0,0,1,4,2
"Cook County,Illinois",108,293,317,599,860,1500,1566,955,702,780,Cook County,Illinois,43,63,53,78,48,73,67,77,57,96
"Crawford County,Illinois",0,1,0,2,1,0,0,1,0,2,Crawford County,Illinois,1,0,1,0,1,0,0,1,0,0
"Cumberland County,Illinois",0,0,0,0,5,1,0,0,1,0,Cumberland County,Illinois,0,0,0,0,0,1,0,0,0,0
"DeKalb County,Illinois",1,0,0,7,2,1,4,2,2,4,DeKalb County,Illinois,1,2,2,1,2,2,1,0,2,10
"De Witt County,Illinois",0,0,0,0,0,0,0,0,0,0,De Witt County,Illinois,0,0,1,0,1,0,0,0,1,0
"Douglas County,Illinois",0,1,0,0,0,0,1,2,0,1,Douglas County,Illinois,1,0,0,0,0,0,0,0,0,0
"DuPage County,Illinois",11,14,26,24,39,501,130,114,1006,64,DuPage County,Illinois,19,32,27,39,22,30,34,36,27,39
"Edgar County,Illinois",0,0,0,0,0,0,0,0,0,0,Edgar County,Illinois,1,0,0,2,0,1,1,0,1,2
"Edwards County,Illinois",0,0,0,0,0,0,0,0,0,0,Edwards County,Illinois,0,0,0,1,0,0,0,0,0,0
"Effingham County,Illinois",0,0,0,0,1,0,0,0,0,2,Effingham County,Illinois,0,0,0,0,0,0,0,0,0,1
"Fayette County,Illinois",0,0,0,0,2,0,1,1,1,0,Fayette County,Illinois,0,0,0,0,0,0,0,0,0,1
"Ford County,Illinois",0,0,0,1,2,2,0,0,0,1,Ford County,Illinois,0,0,0,0,0,0,0,0,0,0
"Franklin County,Illinois",0,0,0,0,1,2,0,0,0,1,Franklin County,Illinois,0,0,0,0,0,0,0,1,0,0
"Fulton County,Illinois",0,1,3,2,1,1,2,0,3,3,Fulton County,Illinois,0,1,5,4,4,6,0,0,2,3
"Gallatin County,Illinois",0,0,3,0,0,0,0,2,3,3,Gallatin County,Illinois,0,0,0,0,0,0,0,0,0,0
"Greene County,Illinois",0,0,0,0,0,0,0,0,0,0,Greene County,Illinois,1,0,0,0,1,1,0,0,0,2
"Grundy County,Illinois",0,1,0,0,5,1,13,3,0,8,Grundy County,Illinois,0,2,1,1,0,6,1,0,0,0
"Hamilton County,Illinois",0,1,0,0,0,0,0,0,0,0,Hamilton County,Illinois,0,0,0,1,0,0,0,0,0,0
"Hancock County,Illinois",0,0,0,1,0,0,0,0,0,0,Hancock County,Illinois,0,0,0,0,0,0,0,1,0,1
"Hardin County,Illinois",0,0,0,0,0,0,0,0,0,0,Hardin County,Illinois,0,0,0,1,1,0,0,0,0,0
"Henderson County,Illinois",0,0,1,0,0,0,0,0,0,0,Henderson County,Illinois,0,0,2,0,2,0,0,0,0,0
"Henry County,Illinois",0,0,0,0,0,1,0,0,7,9,Henry County,Illinois,1,0,1,0,0,0,0,0,0,2
"Iroquois County,Illinois",0,0,0,1,1,1,0,0,0,0,Iroquois County,Illinois,1,0,1,0,0,0,0,1,0,0
"Jackson County,Illinois",1,3,1,2,4,5,16,5,6,7,Jackson County,Illinois,0,0,0,3,0,0,0,0,0,1
"Jasper County,Illinois",0,0,8,15,18,0,0,0,0,0,Jasper County,Illinois,0,0,0,0,0,0,0,0,0,0
"Jefferson County,Illinois",0,0,0,3,3,2,0,1,0,0,Jefferson County,Illinois,0,0,0,0,0,1,0,1,1,2
"Jersey County,Illinois",0,0,0,0,0,1,1,1,2,0,Jersey County,Illinois,0,0,0,0,0,0,0,0,0,0
"Jo Daviess County,Illinois",0,0,1,3,0,1,1,2,0,0,Jo Daviess County,Illinois,0,0,4,14,8,14,6,7,5,12
"Johnson County,Illinois",0,0,0,0,0,0,1,1,0,1,Johnson County,Illinois,0,0,0,1,0,0,0,0,0,0
"Kane County,Illinois",5,3,6,18,15,13,26,27,19,27,Kane County,Illinois,7,9,4,18,5,7,7,9,11,15
"Kankakee County,Illinois",1,1,2,4,9,4,6,2,2,2,Kankakee County,Illinois,0,0,2,2,2,2,1,0,5,0
"Kendall County,Illinois",2,2,2,2,1,3,2,6,2,4,Kendall County,Illinois,1,0,0,2,3,2,0,2,4,2
"Knox County,Illinois",1,2,0,0,1,2,0,0,2,0,Knox County,Illinois,0,1,1,5,4,2,2,1,2,1
"Lake County,Illinois",5,4,10,36,26,19,27,41,20,36,Lake County,Illinois,6,17,10,36,19,32,22,35,39,51
"LaSalle County,Illinois",0,3,0,3,1,7,10,10,5,16,LaSalle County,Illinois,3,4,3,6,3,3,2,2,4,7
"Lawrence County,Illinois",0,0,0,0,0,1,0,0,1,0,Lawrence County,Illinois,0,0,0,0,0,0,0,0,0,1
"Lee County,Illinois",0,0,0,0,0,1,2,1,0,0,Lee County,Illinois,1,1,0,1,3,0,2,1,2,1
"Livingston County,Illinois",0,0,0,1,3,10,7,6,4,6,Livingston County,Illinois,0,0,1,0,1,0,0,0,2,2
"Logan County,Illinois",0,0,0,1,0,1,0,0,0,0,Logan County,Illinois,0,0,0,0,0,0,0,1,1,0
"McDonough County,Illinois",0,0,0,0,0,0,2,0,1,2,McDonough County,Illinois,0,0,3,0,0,0,0,0,1,1
"McHenry County,Illinois",4,18,7,14,5,21,24,10,24,16,McHenry County,Illinois,1,18,26,36,31,20,24,30,29,34
"McLean County,Illinois",4,6,2,9,9,6,11,6,21,22,McLean County,Illinois,2,1,1,2,2,2,2,3,4,8
"Macon County,Illinois",1,0,1,7,4,8,3,9,6,8,Macon County,Illinois,0,2,0,0,0,0,0,0,1,0
"Macoupin County,Illinois",0,1,0,0,0,2,21,0,0,0,Macoupin County,Illinois,0,0,0,0,0,2,0,0,0,1
"Madison County,Illinois",0,4,0,0,1,4,2,5,5,2,Madison County,Illinois,0,0,1,1,0,2,1,0,2,2
"Marion County,Illinois",0,0,0,0,2,0,0,0,0,1,Marion County,Illinois,0,1,0,2,0,0,1,0,3,0
"Marshall County,Illinois",0,1,0,0,0,0,0,0,1,0,Marshall County,Illinois,0,0,1,1,1,0,0,0,1,0
"Mason County,Illinois",0,0,0,0,1,0,1,0,2,4,Mason County,Illinois,0,0,0,0,0,0,0,0,0,0
"Massac County,Illinois",0,0,0,0,8,0,0,2,0,0,Massac County,Illinois,0,0,0,0,1,0,0,0,0,0
"Menard County,Illinois",0,0,0,1,0,0,0,0,0,0,Menard County,Illinois,0,0,0,0,0,0,1,0,0,0
"Mercer County,Illinois",0,0,0,0,1,0,0,0,0,1,Mercer County,Illinois,2,1,0,0,0,0,0,0,1,1
"Monroe County,Illinois",0,0,0,0,0,1,0,2,0,0,Monroe County,Illinois,0,0,0,0,0,0,0,0,0,0
"Montgomery County,Illinois",0,0,3,3,6,3,0,8,2,2,Montgomery County,Illinois,0,0,0,0,0,0,0,0,1,0
"Morgan County,Illinois",0,1,1,2,1,1,0,0,2,3,Morgan County,Illinois,0,0,0,0,0,1,0,0,0,2
"Moultrie County,Illinois",0,0,0,0,0,0,0,0,0,0,Moultrie County,Illinois,0,0,0,0,0,0,0,0,2,0
"Ogle County,Illinois",0,2,0,1,0,0,0,0,0,0,Ogle County,Illinois,5,3,7,3,5,6,3,5,2,1
"Peoria County,Illinois",0,3,8,10,15,25,30,14,6,10,Peoria County,Illinois,2,5,5,4,7,6,5,4,4,8
"Perry County,Illinois",0,0,0,0,0,0,0,0,0,0,Perry County,Illinois,0,0,0,0,2,0,0,0,0,0
"Piatt County,Illinois",0,0,0,0,0,0,0,0,0,1,Piatt County,Illinois,0,0,0,0,0,0,0,0,0,1
"Pike County,Illinois",0,0,2,0,2,0,0,1,1,0,Pike County,Illinois,0,0,1,1,0,1,0,0,0,0
"Pope County,Illinois",0,1,0,0,1,0,0,0,0,0,Pope County,Illinois,0,0,2,0,0,0,0,0,0,0
"Pulaski County,Illinois",0,0,0,0,0,0,0,0,0,0,Pulaski County,Illinois,0,0,0,0,0,0,0,0,0,0
"Putnam County,Illinois",0,0,0,1,0,0,0,0,1,0,Putnam County,Illinois,0,1,1,2,1,0,0,0,0,2
"Randolph County,Illinois",0,0,1,1,0,0,0,1,1,2,Randolph County,Illinois,0,0,0,0,1,0,0,0,0,0
"Richland County,Illinois",0,0,0,0,1,0,0,1,1,0,Richland County,Illinois,0,0,0,0,0,0,0,0,0,0
"Rock Island County,Illinois",0,2,1,7,6,5,1,2,8,4,Rock Island County,Illinois,2,1,1,5,3,7,0,2,6,8
"St. Clair County,Illinois",1,2,0,3,2,6,1,5,6,4,St. Clair County,Illinois,1,0,2,2,0,2,1,0,0,2
"Saline County,Illinois",0,0,0,0,0,0,0,0,0,0,Saline County,Illinois,0,0,0,1,0,0,0,0,2,1
"Sangamon County,Illinois",3,8,10,10,7,10,6,33,29,22,Sangamon County,Illinois,0,1,1,0,0,1,1,1,2,2
"Schuyler County,Illinois",0,0,0,1,0,0,0,0,0,0,Schuyler County,Illinois,0,0,0,0,0,0,0,0,0,0
"Scott County,Illinois",0,0,0,0,0,2,1,0,0,0,Scott County,Illinois,0,0,0,0,0,0,0,0,0,0
"Shelby County,Illinois",0,0,0,0,0,0,0,0,0,0,Shelby County,Illinois,0,0,0,0,0,0,0,0,2,0
"Stark County,Illinois",0,0,0,0,0,0,0,0,0,0,Stark County,Illinois,1,0,0,0,0,0,0,0,0,0
"Stephenson County,Illinois",0,0,0,7,1,2,2,2,0,2,Stephenson County,Illinois,1,2,0,0,1,1,1,0,5,2
"Tazewell County,Illinois",3,0,0,1,0,2,3,3,2,1,Tazewell County,Illinois,5,3,2,5,3,4,2,2,3,4
"Union County,Illinois",0,1,0,1,0,0,0,2,2,0,Union County,Illinois,1,0,0,0,0,0,0,0,0,0
"Vermilion County,Illinois",8,1,6,2,1,4,5,2,4,2,Vermilion County,Illinois,1,2,1,7,2,3,0,3,0,0
"Wabash County,Illinois",0,0,0,1,0,1,0,0,0,0,Wabash County,Illinois,0,0,0,1,0,0,0,0,1,2
"Warren County,Illinois",0,0,1,0,0,2,0,0,0,0,Warren County,Illinois,0,0,1,1,0,1,0,0,0,2
"Washington County,Illinois",0,0,0,1,0,1,0,0,0,0,Washington County,Illinois,0,0,0,0,0,0,0,0,0,0
"Wayne County,Illinois",0,2,0,0,0,0,0,0,2,1,Wayne County,Illinois,0,0,0,0,0,0,0,0,0,0
"White County,Illinois",0,0,0,0,1,1,0,0,2,1,White County,Illinois,0,0,0,0,0,0,0,0,0,0
"Whiteside County,Illinois",0,0,1,0,0,0,0,10,11,7,Whiteside County,Illinois,1,0,1,8,4,7,2,1,0,2
"Will County,Illinois",6,11,8,39,32,32,54,39,99,135,Will County,Illinois,6,6,8,13,14,16,16,20,11,22
"Williamson County,Illinois",0,1,1,1,0,2,2,2,0,1,Williamson County,Illinois,0,1,1,1,1,0,0,0,0,1
"Winnebago County,Illinois",19,12,7,16,15,37,29,22,9,10,Winnebago County,Illinois,11,9,8,7,8,7,8,6,10,15
"Woodford County,Illinois",0,0,0,0,0,0,0,0,0,0,Woodford County,Illinois,1,1,1,0,1,2,1,0,4,3
"Illinois,Illinois",0,0,0,0,0,0,0,0,0,0,Illinois,Illinois,0,0,0,0,0,0,0,0,0,0
"Adams County,Indiana",0,1,0,0,0,0,0,0,0,1,Adams County,Indiana,1,0,0,1,1,0,1,0,1,0
"Allen County,Indiana",0,5,13,14,13,18,9,12,15,13,Allen County,Indiana,2,3,0,2,2,2,0,2,1,2
"Bartholomew County,Indiana",2,3,4,4,4,6,3,4,5,4,Bartholomew County,Indiana,0,0,0,1,0,0,1,2,2,1
"Benton County,Indiana",0,0,0,0,0,0,0,1,0,0,Benton County,Indiana,1,0,0,0,0,0,0,0,0,1
"Blackford County,Indiana",0,0,0,0,0,0,0,1,0,0,Blackford County,Indiana,0,0,0,0,0,0,0,0,0,0
"Boone County,Indiana",2,0,0,2,2,0,3,2,2,3,Boone County,Indiana,1,0,0,0,2,0,0,1,1,1
"Brown County,Indiana",0,0,1,2,0,3,2,4,0,2,Brown County,Indiana,0,0,0,0,1,0,0,0,1,1
"Carroll County,Indiana",0,0,0,0,0,0,0,0,0,0,Carroll County,Indiana,1,1,1,0,0,1,1,1,1,0
"Cass County,Indiana",0,1,0,0,0,0,1,0,0,1,Cass County,Indiana,2,0,2,1,3,1,2,1,2,3
"Clark County,Indiana",0,0,0,1,4,8,12,15,2,5,Clark County,Indiana,0,0,1,2,0,0,0,2,2,2
"Clay County,Indiana",0,0,2,4,1,1,1,1,1,2,Clay County,Indiana,1,0,0,0,0,0,0,1,1,1
"Clinton County,Indiana",2,4,0,0,0,15,0,0,0,1,Clinton County,Indiana,0,0,0,0,0,0,1,0,0,0
"Crawford County,Indiana",0,0,0,0,0,0,0,0,0,0,Crawford County,Indiana,0,0,0,0,0,0,0,0,1,0
"Daviess County,Indiana",0,0,1,0,0,0,2,1,0,0,Daviess County,Indiana,0,0,0,0,0,0,0,0,0,0
"Dearborn County,Indiana",0,3,4,4,4,0,0,8,3,3,Dearborn County,Indiana,0,0,0,0,0,0,1,0,2,3
"Decatur County,Indiana",0,0,0,0,0,0,0,0,0,2,Decatur County,Indiana,0,0,0,0,0,0,0,0,0,0
"DeKalb County,Indiana",0,0,1,0,0,0,0,0,0,0,DeKalb County,Indiana,0,0,0,0,0,0,2,0,0,0
"Delaware County,Indiana",0,1,0,0,0,0,1,3,6,10,Delaware County,Indiana,0,0,1,1,1,0,0,0,0,0
"Dubois County,Indiana",1,0,0,0,0,1,0,0,2,0,Dubois County,Indiana,0,0,0,0,0,0,0,0,0,0
"Elkhart County,Indiana",1,0,5,3,5,7,3,6,3,4,Elkhart County,Indiana,2,0,0,0,2,3,8,4,3,5
"Fayette County,Indiana",0,2,0,1,0,4,1,1,2,0,Fayette County,Indiana,0,0,0,0,0,1,0,1,0,0
"Floyd County,Indiana",0,2,4,1,1,6,2,8,5,2,Floyd County,Indiana,0,0,0,0,0,0,0,0,3,2
"Fountain County,Indiana",0,1,0,0,0,0,0,0,0,0,Fountain County,Indiana,2,3,0,0,0,0,0,0,0,0
"Franklin County,Indiana",0,0,0,0,0,0,0,0,0,1,Franklin County,Indiana,0,0,0,0,0,0,0,2,1,0
"Fulton County,Indiana",0,0,0,0,0,0,0,0,0,0,Fulton County,Indiana,0,1,1,1,1,0,2,3,5,4
"Gibson County,Indiana",0,0,0,0,0,0,3,5,0,0,Gibson County,Indiana,0,0,0,1,0,0,0,0,1,1
"Grant County,Indiana",0,2,1,4,6,2,1,1,0,2,Grant County,Indiana,0,0,0,0,0,0,0,0,0,0
"Greene County,Indiana",0,0,0,0,0,0,3,1,0,0,Greene County,Indiana,0,1,0,1,0,0,0,0,1,1
"Hamilton County,Indiana",5,9,15,6,4,11,22,13,22,8,Hamilton County,Indiana,3,3,3,0,1,3,2,4,5,5
"Hancock County,Indiana",0,0,1,1,0,0,2,1,4,2,Hancock County,Indiana,2,0,0,0,1,0,0,0,1,1
"Harrison County,Indiana",0,1,0,0,0,1,0,0,0,0,Harrison County,Indiana,0,0,0,0,0,0,0,0,0,0
"Hendricks County,Indiana",0,0,2,0,0,1,2,5,3,3,Hendricks County,Indiana,1,1,0,1,3,3,0,0,0,1
"Henry County,Indiana",1,0,0,1,0,7,2,0,0,0,Henry County,Indiana,0,0,0,0,0,1,0,0,0,1
"Howard County,Indiana",0,2,1,4,3,3,1,1,10,4,Howard County,Indiana,2,0,1,0,1,0,1,1,1,0
"Huntington County,Indiana",0,0,0,1,0,1,0,0,0,0,Huntington County,Indiana,0,0,0,0,1,0,0,0,0,0
"Jackson County,Indiana",0,0,0,1,0,4,5,6,1,1,Jackson County,Indiana,0,0,1,0,0,2,0,1,1,0
"Jasper County,Indiana",0,0,0,0,1,62,16,4,1,0,Jasper County,Indiana,0,1,3,0,3,0,1,2,2,6
"Jay County,Indiana",0,0,0,0,0,0,0,0,0,0,Jay County,Indiana,0,0,0,0,0,0,0,0,0,0
"Jefferson County,Indiana",0,1,1,2,1,1,0,1,0,0,Jefferson County,Indiana,0,0,0,0,1,0,0,2,2,1
"Jennings County,Indiana",0,0,0,0,0,0,0,0,0,1,Jennings County,Indiana,0,0,0,0,0,0,1,1,1,1
"Johnson County,Indiana",0,0,0,1,0,7,9,2,1,2,Johnson County,Indiana,1,0,0,0,0,0,0,0,2,3
"Knox County,Indiana",1,1,0,0,0,0,0,1,1,3,Knox County,Indiana,0,0,0,1,0,0,0,0,0,0
"Kosciusko County,Indiana",0,6,4,3,2,5,5,8,8,6,Kosciusko County,Indiana,1,1,0,3,0,4,2,3,0,2
"LaGrange County,Indiana",0,0,0,0,0,0,0,0,0,0,LaGrange County,Indiana,0,1,0,0,0,0,0,0,0,2
"Lake County,Indiana",1,3,0,4,19,16,8,159,12,7,Lake County,Indiana,2,7,5,5,6,8,9,8,14,5
"LaPorte County,Indiana",5,1,1,2,5,8,1,4,5,4,LaPorte County,Indiana,5,6,3,9,4,7,7,12,11,9
"Lawrence County,Indiana",0,0,0,0,0,1,2,0,0,1,Lawrence County,Indiana,0,0,0,0,0,1,0,0,3,0
"Madison County,Indiana",0,0,0,1,4,2,0,1,3,6,Madison County,Indiana,0,0,0,2,0,0,0,0,0,0
"Marion County,Indiana",32,65,55,95,148,231,86,125,102,73,Marion County,Indiana,0,5,4,4,3,5,9,7,6,5
"Marshall County,Indiana",0,0,0,3,2,6,3,8,4,3,Marshall County,Indiana,0,8,1,4,7,1,10,6,8,3
"Martin County,Indiana",0,0,0,0,0,0,0,1,0,0,Martin County,Indiana,0,0,0,0,0,0,0,0,0,0
"Miami County,Indiana",0,0,0,0,0,0,0,0,0,0,Miami County,Indiana,0,0,0,0,0,1,1,0,1,1
"Monroe County,Indiana",4,7,12,16,13,37,19,22,27,22,Monroe County,Indiana,3,0,1,0,0,0,0,2,4,4
"Montgomery County,Indiana",0,0,0,0,0,1,0,1,2,3,Montgomery County,Indiana,3,4,2,0,1,2,3,2,2,0
"Morgan County,Indiana",0,0,0,0,2,0,1,1,1,0,Morgan County,Indiana,2,0,0,0,0,2,0,0,1,2
"Newton County,Indiana",0,0,0,0,0,0,2,5,2,1,Newton County,Indiana,0,2,0,0,0,1,0,0,0,0
"Noble County,Indiana",0,0,0,0,0,0,0,0,0,0,Noble County,Indiana,0,0,0,0,0,0,1,0,0,0
"Ohio County,Indiana",0,0,0,0,1,0,0,0,0,0,Ohio County,Indiana,0,0,0,0,0,0,0,0,0,0
"Orange County,Indiana",0,0,0,0,1,0,0,0,0,1,Orange County,Indiana,0,0,0,0,0,0,0,0,1,0
"Owen County,Indiana",0,0,0,0,0,0,0,0,0,1,Owen County,Indiana,2,2,0,4,1,2,3,1,2,3
"Parke County,Indiana",0,0,0,0,0,0,0,0,2,0,Parke County,Indiana,0,2,0,4,0,1,2,4,2,1
